event_name,event_date,event_location,winner,fighter_a_name,fighter_b_name,weightclass,method_of_victory,round_of_victory,time_of_victory,time_format,referee,title_fight,gender,Fighter A Odds,Fighter A Avg Odds,Fighter A Best Odds,Fighter B Odds,Fighter B Avg Odds,Fighter B Best Odds
UFC 305: Du Plessis vs. Adesanya,2024-08-17,"Perth, Western Australia, Australia",Song Kenan,Song Kenan,Ricky Glenn,Welterweight,Decision - Unanimous,3,5:00,3,Jim Perdios,False,men,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -203}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -203}, {'Bookmaker': 'DraftKings', 'Odds Price': -205}, {'Bookmaker': 'BetRivers', 'Odds Price': -190}, {'Bookmaker': 'BetMGM', 'Odds Price': -210}, {'Bookmaker': 'FanDuel', 'Odds Price': -188}, {'Bookmaker': 'Bovada', 'Odds Price': -200}]",-200.0,"{'Odds': -188, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': 173}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 173}, {'Bookmaker': 'DraftKings', 'Odds Price': 170}, {'Bookmaker': 'BetRivers', 'Odds Price': 150}, {'Bookmaker': 'BetMGM', 'Odds Price': 170}, {'Bookmaker': 'FanDuel', 'Odds Price': 158}, {'Bookmaker': 'Bovada', 'Odds Price': 170}]",166.0,"{'Odds': 173, 'Bookmaker': 'LowVig.ag'}"
UFC 305: Du Plessis vs. Adesanya,2024-08-17,"Perth, Western Australia, Australia",Jesus Aguilar,Jesus Aguilar,Stewart Nicoll,Flyweight,Submission,1,2:39,3,Steve Perceval,False,men,"[{'Bookmaker': 'BetRivers', 'Odds Price': 180}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 182}, {'Bookmaker': 'DraftKings', 'Odds Price': 180}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 182}, {'Bookmaker': 'FanDuel', 'Odds Price': 176}, {'Bookmaker': 'Bovada', 'Odds Price': 175}]",179.0,"{'Odds': 182, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'BetRivers', 'Odds Price': -235}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -212}, {'Bookmaker': 'DraftKings', 'Odds Price': -218}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -212}, {'Bookmaker': 'FanDuel', 'Odds Price': -210}, {'Bookmaker': 'Bovada', 'Odds Price': -210}]",-216.0,"{'Odds': -210, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Serghei Spivac,Serghei Spivac,Marcin Tybura,Heavyweight,Submission,1,1:44,5,Herb Dean,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -155}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -150}, {'Bookmaker': 'Bovada', 'Odds Price': -150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -150}, {'Bookmaker': 'DraftKings', 'Odds Price': -148}, {'Bookmaker': 'Caesars', 'Odds Price': -145}, {'Bookmaker': 'BetRivers', 'Odds Price': -159}, {'Bookmaker': 'BetMGM', 'Odds Price': -155}, {'Bookmaker': 'FanDuel', 'Odds Price': -164}]",-153.0,"{'Odds': -145, 'Bookmaker': 'Caesars'}","[{'Bookmaker': 'BetUS', 'Odds Price': 125}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 130}, {'Bookmaker': 'Bovada', 'Odds Price': 130}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 130}, {'Bookmaker': 'DraftKings', 'Odds Price': 124}, {'Bookmaker': 'Caesars', 'Odds Price': 122}, {'Bookmaker': 'BetRivers', 'Odds Price': 128}, {'Bookmaker': 'BetMGM', 'Odds Price': 130}, {'Bookmaker': 'FanDuel', 'Odds Price': 138}]",128.0,"{'Odds': 138, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Chepe Mariscal,Chepe Mariscal,Damon Jackson,Featherweight,Decision - Unanimous,3,5:00,3,Jason Herzog,False,men,"[{'Bookmaker': 'BetRivers', 'Odds Price': -210}, {'Bookmaker': 'BetMGM', 'Odds Price': -225}]",-217.0,"{'Odds': -210, 'Bookmaker': 'BetRivers'}","[{'Bookmaker': 'BetRivers', 'Odds Price': 165}, {'Bookmaker': 'BetMGM', 'Odds Price': 175}, {'Bookmaker': 'BetUS', 'Odds Price': 165}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 170}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 170}, {'Bookmaker': 'DraftKings', 'Odds Price': 160}, {'Bookmaker': 'Caesars', 'Odds Price': 170}, {'Bookmaker': 'Bovada', 'Odds Price': 170}, {'Bookmaker': 'FanDuel', 'Odds Price': 172}]",168.0,"{'Odds': 175, 'Bookmaker': 'BetMGM'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Danny Barlow,Danny Barlow,Nikolay Veretennikov,Welterweight,Decision - Split,3,5:00,3,Mike Beltran,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -375}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -365}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -365}, {'Bookmaker': 'DraftKings', 'Odds Price': -410}, {'Bookmaker': 'BetRivers', 'Odds Price': -400}, {'Bookmaker': 'BetMGM', 'Odds Price': -375}, {'Bookmaker': 'Caesars', 'Odds Price': -370}, {'Bookmaker': 'FanDuel', 'Odds Price': -370}, {'Bookmaker': 'Bovada', 'Odds Price': -400}]",-381.0,"{'Odds': -365, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'BetUS', 'Odds Price': 275}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 290}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 290}, {'Bookmaker': 'DraftKings', 'Odds Price': 320}, {'Bookmaker': 'BetRivers', 'Odds Price': 300}, {'Bookmaker': 'BetMGM', 'Odds Price': 280}, {'Bookmaker': 'Caesars', 'Odds Price': 290}, {'Bookmaker': 'FanDuel', 'Odds Price': 295}, {'Bookmaker': 'Bovada', 'Odds Price': 300}]",293.0,"{'Odds': 320, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Chris Gutierrez,Chris Gutierrez,Quang Le,Bantamweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,"[{'Bookmaker': 'LowVig.ag', 'Odds Price': -549}, {'Bookmaker': 'BetRivers', 'Odds Price': -590}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -550}, {'Bookmaker': 'FanDuel', 'Odds Price': -560}, {'Bookmaker': 'DraftKings', 'Odds Price': -600}, {'Bookmaker': 'Bovada', 'Odds Price': -600}, {'Bookmaker': 'Caesars', 'Odds Price': -600}, {'Bookmaker': 'BetMGM', 'Odds Price': -650}, {'Bookmaker': 'BetUS', 'Odds Price': -550}]",-582.0,"{'Odds': -549, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'LowVig.ag', 'Odds Price': 400}, {'Bookmaker': 'BetRivers', 'Odds Price': 430}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 400}, {'Bookmaker': 'FanDuel', 'Odds Price': 420}, {'Bookmaker': 'DraftKings', 'Odds Price': 440}, {'Bookmaker': 'Bovada', 'Odds Price': 425}, {'Bookmaker': 'Caesars', 'Odds Price': 430}, {'Bookmaker': 'BetMGM', 'Odds Price': 450}, {'Bookmaker': 'BetUS', 'Odds Price': 375}]",418.0,"{'Odds': 450, 'Bookmaker': 'BetMGM'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Yana Santos,Yana Santos,Chelsea Chandler,Bantamweight,Decision - Unanimous,3,5:00,3,Herb Dean,False,women,"[{'Bookmaker': 'BetUS', 'Odds Price': -150}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -146}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -146}, {'Bookmaker': 'DraftKings', 'Odds Price': -155}, {'Bookmaker': 'BetRivers', 'Odds Price': -143}, {'Bookmaker': 'BetMGM', 'Odds Price': -150}, {'Bookmaker': 'Caesars', 'Odds Price': -160}, {'Bookmaker': 'Bovada', 'Odds Price': -150}, {'Bookmaker': 'FanDuel', 'Odds Price': -164}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -140}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -140}, {'Bookmaker': 'DraftKings', 'Odds Price': -148}, {'Bookmaker': 'BetRivers', 'Odds Price': -165}, {'Bookmaker': 'BetMGM', 'Odds Price': -150}, {'Bookmaker': 'Caesars', 'Odds Price': -155}, {'Bookmaker': 'FanDuel', 'Odds Price': -158}]",-151.0,"{'Odds': -140, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'BetUS', 'Odds Price': 120}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 126}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 126}, {'Bookmaker': 'DraftKings', 'Odds Price': 124}, {'Bookmaker': 'BetRivers', 'Odds Price': 115}, {'Bookmaker': 'BetMGM', 'Odds Price': 125}, {'Bookmaker': 'Caesars', 'Odds Price': 135}, {'Bookmaker': 'Bovada', 'Odds Price': 130}, {'Bookmaker': 'FanDuel', 'Odds Price': 138}]",126.0,"{'Odds': 138, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Toshiomi Kazama,Toshiomi Kazama,Charalampos Grigoriou,Bantamweight,Submission,2,1:55,3,Jason Herzog,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': 200}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 212}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 212}, {'Bookmaker': 'DraftKings', 'Odds Price': 205}, {'Bookmaker': 'BetRivers', 'Odds Price': 215}, {'Bookmaker': 'BetMGM', 'Odds Price': 210}, {'Bookmaker': 'Caesars', 'Odds Price': 215}, {'Bookmaker': 'FanDuel', 'Odds Price': 210}, {'Bookmaker': 'Bovada', 'Odds Price': 210}]",210.0,"{'Odds': 215, 'Bookmaker': 'BetRivers'}","[{'Bookmaker': 'BetUS', 'Odds Price': -250}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -252}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -252}, {'Bookmaker': 'DraftKings', 'Odds Price': -250}, {'Bookmaker': 'BetRivers', 'Odds Price': -278}, {'Bookmaker': 'BetMGM', 'Odds Price': -275}, {'Bookmaker': 'Caesars', 'Odds Price': -265}, {'Bookmaker': 'FanDuel', 'Odds Price': -255}, {'Bookmaker': 'Bovada', 'Odds Price': -250}]",-258.0,"{'Odds': -250, 'Bookmaker': 'BetUS'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Karol Rosa,Karol Rosa,Pannie Kianzad,Bantamweight,Decision - Unanimous,3,5:00,3,Mike Beltran,False,women,"[{'Bookmaker': 'BetUS', 'Odds Price': -215}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -214}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -214}, {'Bookmaker': 'DraftKings', 'Odds Price': -218}, {'Bookmaker': 'BetRivers', 'Odds Price': -240}, {'Bookmaker': 'BetMGM', 'Odds Price': -210}, {'Bookmaker': 'Caesars', 'Odds Price': -210}, {'Bookmaker': 'Bovada', 'Odds Price': -220}, {'Bookmaker': 'FanDuel', 'Odds Price': -215}]",-217.0,"{'Odds': -210, 'Bookmaker': 'BetMGM'}","[{'Bookmaker': 'BetUS', 'Odds Price': 175}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 184}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 184}, {'Bookmaker': 'DraftKings', 'Odds Price': 180}, {'Bookmaker': 'BetRivers', 'Odds Price': 188}, {'Bookmaker': 'BetMGM', 'Odds Price': 175}, {'Bookmaker': 'Caesars', 'Odds Price': 175}, {'Bookmaker': 'Bovada', 'Odds Price': 180}, {'Bookmaker': 'FanDuel', 'Odds Price': 180}]",180.0,"{'Odds': 188, 'Bookmaker': 'BetRivers'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Jhonata Diniz,Jhonata Diniz,Karl Williams,Heavyweight,Decision - Unanimous,3,5:00,3,Chris Tognoni,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': 155}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 160}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 160}, {'Bookmaker': 'DraftKings', 'Odds Price': 160}, {'Bookmaker': 'BetRivers', 'Odds Price': 170}, {'Bookmaker': 'BetMGM', 'Odds Price': 165}, {'Bookmaker': 'Caesars', 'Odds Price': 160}, {'Bookmaker': 'FanDuel', 'Odds Price': 176}, {'Bookmaker': 'Bovada', 'Odds Price': 163}]",163.0,"{'Odds': 176, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'BetUS', 'Odds Price': -185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -185}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -185}, {'Bookmaker': 'DraftKings', 'Odds Price': -192}, {'Bookmaker': 'BetRivers', 'Odds Price': -215}, {'Bookmaker': 'BetMGM', 'Odds Price': -200}, {'Bookmaker': 'Caesars', 'Odds Price': -190}, {'Bookmaker': 'FanDuel', 'Odds Price': -210}, {'Bookmaker': 'Bovada', 'Odds Price': -190}]",-194.0,"{'Odds': -185, 'Bookmaker': 'BetUS'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Youssef Zalal,Youssef Zalal,Jarno Errens,Featherweight,Submission,1,3:52,3,Mike Beltran,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -450}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -521}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -520}, {'Bookmaker': 'DraftKings', 'Odds Price': -535}, {'Bookmaker': 'BetRivers', 'Odds Price': -480}, {'Bookmaker': 'BetMGM', 'Odds Price': -500}, {'Bookmaker': 'Caesars', 'Odds Price': -500}, {'Bookmaker': 'Bovada', 'Odds Price': -525}, {'Bookmaker': 'FanDuel', 'Odds Price': -560}]",-509.0,"{'Odds': -450, 'Bookmaker': 'BetUS'}","[{'Bookmaker': 'BetUS', 'Odds Price': 325}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 395}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 395}, {'Bookmaker': 'DraftKings', 'Odds Price': 400}, {'Bookmaker': 'BetRivers', 'Odds Price': 360}, {'Bookmaker': 'BetMGM', 'Odds Price': 360}, {'Bookmaker': 'Caesars', 'Odds Price': 380}, {'Bookmaker': 'Bovada', 'Odds Price': 375}, {'Bookmaker': 'FanDuel', 'Odds Price': 420}]",377.0,"{'Odds': 420, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,"Las Vegas, Nevada, USA",Stephanie Luciano,Stephanie Luciano,Talita Alencar,Strawweight,Decision - Unanimous,3,5:00,3,Jerin Valel,False,women,"[{'Bookmaker': 'BetUS', 'Odds Price': -160}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -157}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -157}, {'Bookmaker': 'DraftKings', 'Odds Price': -162}, {'Bookmaker': 'BetRivers', 'Odds Price': -165}, {'Bookmaker': 'BetMGM', 'Odds Price': -165}, {'Bookmaker': 'Caesars', 'Odds Price': -155}, {'Bookmaker': 'FanDuel', 'Odds Price': -162}, {'Bookmaker': 'Bovada', 'Odds Price': -163}]",-161.0,"{'Odds': -155, 'Bookmaker': 'Caesars'}","[{'Bookmaker': 'BetUS', 'Odds Price': 130}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 137}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 137}, {'Bookmaker': 'DraftKings', 'Odds Price': 136}, {'Bookmaker': 'BetRivers', 'Odds Price': 132}, {'Bookmaker': 'BetMGM', 'Odds Price': 135}, {'Bookmaker': 'Caesars', 'Odds Price': 130}, {'Bookmaker': 'FanDuel', 'Odds Price': 136}, {'Bookmaker': 'Bovada', 'Odds Price': 137}]",134.0,"{'Odds': 137, 'Bookmaker': 'LowVig.ag'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Umar Nurmagomedov,Umar Nurmagomedov,Cory Sandhagen,Bantamweight,Decision - Unanimous,5,5:00,5,Marc Goddard,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -360}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -350}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -350}, {'Bookmaker': 'FanDuel', 'Odds Price': -350}, {'Bookmaker': 'BetRivers', 'Odds Price': -345}, {'Bookmaker': 'Caesars', 'Odds Price': -360}, {'Bookmaker': 'Bovada', 'Odds Price': -370}, {'Bookmaker': 'BetMGM', 'Odds Price': -350}, {'Bookmaker': 'BetUS', 'Odds Price': -360}]",-355.0,"{'Odds': -345, 'Bookmaker': 'BetRivers'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 285}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 285}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 285}, {'Bookmaker': 'FanDuel', 'Odds Price': 280}, {'Bookmaker': 'BetRivers', 'Odds Price': 260}, {'Bookmaker': 'Caesars', 'Odds Price': 280}, {'Bookmaker': 'Bovada', 'Odds Price': 285}, {'Bookmaker': 'BetMGM', 'Odds Price': 260}, {'Bookmaker': 'BetUS', 'Odds Price': 260}]",275.0,"{'Odds': 285, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Shara Magomedov,Michal Oleksiejczuk,Middleweight,Decision - Unanimous,3,5:00,3,Daniel Movahedi,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -270}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -255}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -255}, {'Bookmaker': 'DraftKings', 'Odds Price': -265}, {'Bookmaker': 'FanDuel', 'Odds Price': -260}, {'Bookmaker': 'BetRivers', 'Odds Price': -278}, {'Bookmaker': 'BetMGM', 'Odds Price': -275}]",-265.0,"{'Odds': -255, 'Bookmaker': 'LowVig.ag'}","[{'Bookmaker': 'BetUS', 'Odds Price': 215}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 215}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 215}, {'Bookmaker': 'DraftKings', 'Odds Price': 215}, {'Bookmaker': 'FanDuel', 'Odds Price': 215}, {'Bookmaker': 'BetRivers', 'Odds Price': 215}, {'Bookmaker': 'BetMGM', 'Odds Price': 220}]",216.0,"{'Odds': 220, 'Bookmaker': 'BetMGM'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Deiveson Figueiredo,Deiveson Figueiredo,Marlon Vera,Bantamweight,Decision - Unanimous,3,5:00,3,Keith Peterson,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -142}, {'Bookmaker': 'Bovada', 'Odds Price': -140}, {'Bookmaker': 'FanDuel', 'Odds Price': -142}, {'Bookmaker': 'BetRivers', 'Odds Price': -141}, {'Bookmaker': 'Caesars', 'Odds Price': -145}, {'Bookmaker': 'BetMGM', 'Odds Price': -145}, {'Bookmaker': 'BetUS', 'Odds Price': -140}]",-142.0,"{'Odds': -140, 'Bookmaker': 'Bovada'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 120}, {'Bookmaker': 'Bovada', 'Odds Price': 120}, {'Bookmaker': 'FanDuel', 'Odds Price': 120}, {'Bookmaker': 'BetRivers', 'Odds Price': 114}, {'Bookmaker': 'Caesars', 'Odds Price': 122}, {'Bookmaker': 'BetMGM', 'Odds Price': 120}, {'Bookmaker': 'BetUS', 'Odds Price': 110}]",118.0,"{'Odds': 122, 'Bookmaker': 'Caesars'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chiesa,Michael Chiesa,Tony Ferguson,Welterweight,Submission,1,3:44,3,Marc Goddard,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -550}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -550}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -549}, {'Bookmaker': 'Bovada', 'Odds Price': -525}, {'Bookmaker': 'FanDuel', 'Odds Price': -550}, {'Bookmaker': 'BetRivers', 'Odds Price': -670}, {'Bookmaker': 'Caesars', 'Odds Price': -500}, {'Bookmaker': 'BetMGM', 'Odds Price': -550}, {'Bookmaker': 'BetUS', 'Odds Price': -600}]",-557.0,"{'Odds': -500, 'Bookmaker': 'Caesars'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 410}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 400}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 400}, {'Bookmaker': 'Bovada', 'Odds Price': 375}, {'Bookmaker': 'FanDuel', 'Odds Price': 410}, {'Bookmaker': 'BetRivers', 'Odds Price': 475}, {'Bookmaker': 'Caesars', 'Odds Price': 380}, {'Bookmaker': 'BetMGM', 'Odds Price': 400}, {'Bookmaker': 'BetUS', 'Odds Price': 400}]",404.0,"{'Odds': 475, 'Bookmaker': 'BetRivers'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mackenzie Dern,Mackenzie Dern,Loopy Godinez,Strawweight,Decision - Unanimous,3,5:00,3,Greg Kleynjans,False,women,"[{'Bookmaker': 'DraftKings', 'Odds Price': -122}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -117}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -117}, {'Bookmaker': 'FanDuel', 'Odds Price': -120}, {'Bookmaker': 'BetRivers', 'Odds Price': -117}, {'Bookmaker': 'Caesars', 'Odds Price': -110}, {'Bookmaker': 'Bovada', 'Odds Price': -122}, {'Bookmaker': 'BetMGM', 'Odds Price': -120}, {'Bookmaker': 'BetUS', 'Odds Price': -125}]",-119.0,"{'Odds': -110, 'Bookmaker': 'Caesars'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 102}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -103}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -103}, {'Bookmaker': 'FanDuel', 'Odds Price': 102}, {'Bookmaker': 'BetRivers', 'Odds Price': -107}, {'Bookmaker': 'Caesars', 'Odds Price': -110}, {'Bookmaker': 'Bovada', 'Odds Price': 102}, {'Bookmaker': 'BetMGM', 'Odds Price': 100}, {'Bookmaker': 'BetUS', 'Odds Price': -105}]",-102.0,"{'Odds': 102, 'Bookmaker': 'DraftKings'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Joel Alvarez,Joel Alvarez,Elves Brener,Lightweight,KO/TKO,3,3:36,3,Lukasz Bosacki,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -155}, {'Bookmaker': 'BetUS', 'Odds Price': -150}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -150}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -150}, {'Bookmaker': 'FanDuel', 'Odds Price': -164}, {'Bookmaker': 'BetRivers', 'Odds Price': -165}, {'Bookmaker': 'Bovada', 'Odds Price': -155}]",-155.0,"{'Odds': -150, 'Bookmaker': 'BetUS'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 130}, {'Bookmaker': 'BetUS', 'Odds Price': 120}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 130}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 130}, {'Bookmaker': 'FanDuel', 'Odds Price': 138}, {'Bookmaker': 'BetRivers', 'Odds Price': 133}, {'Bookmaker': 'Bovada', 'Odds Price': 133}]",130.0,"{'Odds': 138, 'Bookmaker': 'FanDuel'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Azamat Murzakanov,Azamat Murzakanov,Alonzo Menifield,Light heavyweight,KO/TKO,2,3:18,3,Daniel Movahedi,False,men,"[{'Bookmaker': 'DraftKings', 'Odds Price': -225}, {'Bookmaker': 'BetMGM', 'Odds Price': -225}, {'Bookmaker': 'BetUS', 'Odds Price': -225}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -225}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -225}, {'Bookmaker': 'Caesars', 'Odds Price': -225}, {'Bookmaker': 'FanDuel', 'Odds Price': -225}, {'Bookmaker': 'BetRivers', 'Odds Price': -230}, {'Bookmaker': 'Bovada', 'Odds Price': -230}]",-226.0,"{'Odds': -225, 'Bookmaker': 'DraftKings'}","[{'Bookmaker': 'DraftKings', 'Odds Price': 185}, {'Bookmaker': 'BetMGM', 'Odds Price': 180}, {'Bookmaker': 'BetUS', 'Odds Price': 185}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 190}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 190}, {'Bookmaker': 'Caesars', 'Odds Price': 185}, {'Bookmaker': 'FanDuel', 'Odds Price': 188}, {'Bookmaker': 'BetRivers', 'Odds Price': 180}, {'Bookmaker': 'Bovada', 'Odds Price': 190}]",186.0,"{'Odds': 190, 'Bookmaker': 'LowVig.ag'}"
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Kaue Fernandes,Kaue Fernandes,Mohammad Yahya,Lightweight,KO/TKO,1,4:45,3,Marc Goddard,False,men,"[{'Bookmaker': 'BetUS', 'Odds Price': -400}, {'Bookmaker': 'LowVig.ag', 'Odds Price': -400}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': -400}, {'Bookmaker': 'Caesars', 'Odds Price': -400}, {'Bookmaker': 'DraftKings', 'Odds Price': -380}, {'Bookmaker': 'FanDuel', 'Odds Price': -370}, {'Bookmaker': 'BetRivers', 'Odds Price': -400}, {'Bookmaker': 'Bovada', 'Odds Price': -400}]",-393.0,"{'Odds': -370, 'Bookmaker': 'FanDuel'}","[{'Bookmaker': 'BetUS', 'Odds Price': 300}, {'Bookmaker': 'LowVig.ag', 'Odds Price': 300}, {'Bookmaker': 'BetOnline.ag', 'Odds Price': 300}, {'Bookmaker': 'Caesars', 'Odds Price': 310}, {'Bookmaker': 'DraftKings', 'Odds Price': 300}, {'Bookmaker': 'FanDuel', 'Odds Price': 295}, {'Bookmaker': 'BetRivers', 'Odds Price': 300}, {'Bookmaker': 'Bovada', 'Odds Price': 300}]",301.0,"{'Odds': 310, 'Bookmaker': 'Caesars'}"
